English Word,English Correct Count,English Call Count,English Percent Correct,German Word,German Correct Count,German Call Count,German Percent Correct
about what,9,13,69.23076923076923,wovon,13,24,54.16666666666666
is about,12,23,52.17391304347826,handelt ... von,17,32,53.125
to apply,8,13,61.53846153846154,sich ... bewerben,7,11,63.64
Applied,14,30,46.66666666666666,haben sich beworben,8,13,61.54
to turn on,8,12,66.66666666666666,anmachen,8,10,80
the teenagers,9,11,81.82,Die Jugendlichen,8,12,66.67
tons of,9,11,81.81818181818183,tonnen von,10,11,90.9090909090909
the valley,9,14,64.28571428571429,das Tal,8,11,72.73
on the way,8,9,88.89,Unterwegs,10,13,76.92307692307693
gorgeous,8,13,61.53846153846154,prächtig,10,18,55.55555555555556
to decorate,8,10,80,schmücken,7,9,77.78
refreshing,10,16,62.5,erfrischend,8,9,88.89
to cool,7,9,77.78,kühlen,9,9,100
to cool down,8,11,72.72727272727273,abkühlen,8,10,80
all around,7,8,87.5,rundum,8,12,66.67
offered,20,41,48.78048780487805,haben ... angeboten,8,13,61.54
nearly,8,12,66.66666666666666,nahezu,7,9,77.78
numerous,10,19,52.63157894736842,zahlreich,13,22,59.09
the facility,19,37,51.35135135135135,die einrichtung,8,13,61.53846153846154
The kitchen things,8,8,100,Die Küchensachen,8,11,72.73
The Ad,8,10,80,Die Anzeige,8,12,66.66666666666666
The bowl,7,7,100,Die Schüssel,10,14,71.42857142857143
The shopping list,21,39,53.84615384615385,Der Einkaufszettel,9,12,75
stainless steel,11,17,64.70588235294117,Edelstahl,11,16,68.75
cereal,11,13,84.61538461538461,Frühstücksflocken,8,8,100
The Lady,9,11,81.81818181818183,Die Dame,8,9,88.88888888888889
the dishes,8,8,100,das Geschirr,9,13,69.23
the difference,8,11,72.72727272727273,der Unterschied,8,11,72.72727272727273
The bath towel,8,13,61.54,Das Badetuch,8,9,88.88888888888889
the cotton,9,9,100,die Baumwolle,9,11,81.81818181818183
wide,7,9,77.78,breit,7,9,77.78
therefore,8,10,80,darum,8,11,72.72727272727273
to include,8,9,88.88888888888889,enthalten,15,29,51.72413793103448
the sales tax,8,10,80,die Mehrwertsteuer,9,13,69.23076923076923
to decline,8,9,88.88888888888889,ablehnen,10,17,58.82352941176471
to put on makeup,8,12,66.66666666666666,sich schminken,10,17,58.82352941176471
the cutlery,8,9,88.88888888888889,das besteck,8,12,66.66666666666666
recently,9,9,100,kürzlich,8,12,66.67
future,10,19,52.63,zukünftiger,10,16,62.5
east,8,10,80,osten,8,8,100
The public,8,9,88.88888888888889,Die öffentlichen,11,18,61.11111111111112
transit,9,12,75,Verkehrsmittel,14,27,51.85185185185185
to get out,7,7,100,aussteigen,11,14,78.57142857142857
along,7,7,100,entlang,8,9,88.88888888888889
got out,8,13,61.53846153846154,bist ... ausgestiegen,8,12,66.66666666666666
TRUE,7,7,100,waht,10,15,66.66666666666666
fine,7,8,87.5,geldstrafe,9,12,75
to validate,10,14,71.42857142857143,Entwerten,13,23,56.52
diced,7,9,77.78,gewürfelt,9,11,81.81818181818183
to announce,7,7,100,ansagen,8,13,61.54
to experience,8,15,53.333333333333336,erleben,9,13,69.23076923076923
the event,17,33,51.51515151515152,Die Veranstaltung,16,29,55.172413793103445
to illuminate,7,10,70,beleuchten,8,13,61.53846153846154
various,9,14,64.28571428571429,verschiedene,8,11,72.72727272727273
spot on,9,14,64.28571428571429,goldrichtig,8,11,72.73
specialty stores,7,9,77.78,fachgeschäfte,14,25,56.00000000000001
I am lost,8,12,66.66666666666666,Ich habe mich verlaufen,8,11,72.73
keep the change,9,9,100,stimmt so,9,13,69.23076923076923
Through This,8,13,61.54,dadurch,11,13,84.61538461538461
the deposit,12,23,52.17391304347826,die anzahlung,8,13,61.54
to hide,8,12,66.66666666666666,ausblenden,8,12,66.67
The flat rate,9,14,64.29,die Pauschale,8,11,72.73
The remarks,12,23,52.17391304347826,die Anmerkungen,13,24,54.17
unexpected,11,21,52.38095238095239,unerwartet,8,12,66.66666666666666
to receive,10,18,55.55555555555556,erhalten,13,25,52
I declare that I agree,8,11,72.72727272727273,Ich erkläre mich einverstanden,8,13,61.53846153846154
in-laws,8,8,100,Schwiegereltern,8,8,100
mother in-law,7,7,100,Schwiegermutter,7,7,100
father in-law,8,10,80,Schwiegervater,8,8,100
they are visiting,8,10,80,sie sind zu besuch,8,9,88.89
what does that mean,7,11,63.64,was heißt das,8,13,61.53846153846154
once a year,7,8,87.5,einmal im jahr,9,9,100
the kitchen scale,9,13,69.23076923076923,Die Küchenwaage,8,10,80
to knead,8,10,80,kneten,10,15,66.66666666666666
to mix,8,10,80,vermischen,8,10,80
the filling,8,8,100,die Füllung,9,10,90
to cut,8,8,100,schneiden,9,11,81.81818181818183
this one,8,9,88.88888888888889,der hier,10,16,62.5
the cutting board,7,7,100,das schneidebrett,8,9,88.89
The ball,7,9,77.78,Die Kugel,9,11,81.81818181818183
fell,8,14,57.14,sind gefallen,9,11,81.81818181818183
the frog,7,7,100,der frosch,7,7,100
to promise,7,7,100,Versprechen,9,12,75
jumped,7,10,70,sind gesprungen,9,9,100
disgusting,10,10,100,ekelhaft,9,13,69.23076923076923
followed,9,13,69.23076923076923,sind gefolgt,10,12,83.33333333333334
threw,8,15,53.333333333333336,haben geworfen,8,11,72.73
against,8,8,100,gegen,9,16,56.25
turned (into),9,17,52.94117647058824,verwandelt,9,14,64.28571428571429
one of each,9,14,64.29,einer von jedem,8,9,88.88888888888889
what happened,8,12,66.66666666666666,Was ist geschehen,9,11,81.81818181818183
left,7,9,77.78,haben ... gelassen,7,9,77.78
possible,8,8,100,möglich,8,9,88.88888888888889
a moment,8,10,80,einen augenblick,8,11,72.72727272727273
adventure,7,7,100,abenteuer,7,9,77.78
relieved,7,9,77.78,erleichtert,8,12,66.66666666666666
I am in a hurry,9,14,64.29,ich habe es eilig,7,8,87.5
while,8,10,80,während,9,15,60
the airline,12,23,52.17391304347826,die Fluggesellschaft,9,10,90
dial,7,8,87.5,wählen,11,21,52.38095238095239
the message,9,15,60,die Nachricht,8,10,80
to leave behind,7,9,77.78,hinterlassen,8,12,66.66666666666666
on the line,8,11,72.72727272727273,dran,8,10,80
to answer,9,13,69.23076923076923,melden,11,21,52.38095238095239
to write down,8,13,61.54,notieren,8,8,100
the connection,10,19,52.63,die Verbindung,9,12,75
to reach,7,10,70,erreichen,8,13,61.53846153846154
what ... for,8,12,66.66666666666666,wonach,11,26,42.30769230769231
the attachment,15,30,50,der anhang,9,12,75
to submit,8,13,61.53846153846154,einreichen,9,18,50
Strengths,8,12,66.67,Stärken,7,10,70
the job interview,8,12,66.67,das Vorstellungsgespräch,8,11,72.72727272727273
to enter,7,10,70,betreten,8,9,88.88888888888889
on your own risk,8,13,61.53846153846154,auf eigene gefahr,9,14,64.28571428571429
to comply with,7,10,70,einhalten,12,23,52.17391304347826
to trust,7,8,87.5,trauen,9,11,81.81818181818183
her,7,7,100,ihr,3,2,150
him,8,8,100,ihn,9,10,90
to him/it,7,8,87.5,ihm,7,9,77.78
to us,8,8,100,uns,8,9,88.88888888888889
to you (plural),7,7,100,euch,9,14,64.28571428571429
to them,7,9,77.78,ihnen,9,11,81.81818181818183
to me,8,8,100,mir,8,8,100
to you,8,9,88.88888888888889,dir,8,8,100
to suffer,8,10,80,Leiden,11,16,68.75
are allowed to,7,10,70,dürfen,8,11,72.72727272727273
to quit,8,11,72.72727272727273,kündigen,10,15,66.66666666666666
to fire (someone),8,13,61.53846153846154,entlassen,8,12,66.66666666666666
successful,9,13,69.23,erfolgreich,9,16,56.25
excavator,7,9,77.78,bagger,8,9,88.88888888888889
Passionfruit,7,9,77.78,maracuja,9,15,60
testicle goblin,8,13,61.53846153846154,hodenkobold,8,8,100
The weather forecast,9,11,81.81818181818183,die Wettervorhersage,7,11,63.63636363636363
to download,7,10,70,herunterladen,8,10,80
total amount,8,12,66.66666666666666,Gesamtbetrag,10,15,66.66666666666666
amount/sum,7,9,77.78,betrag,9,18,50
crashed,8,13,61.53846153846154,ist ... abgestürzt,9,12,75
to attempt,8,13,61.53846153846154,versuchen,9,15,60
the bandage,8,9,88.88888888888889,Das Pflaster,9,14,64.28571428571429
to bleed,7,7,100,bluten,10,12,83.33333333333334
to injure,10,16,62.5,sich ... verletzen,8,11,72.72727272727273
the toe,9,11,81.81818181818183,Der Zeh,7,7,100
The emergency room,8,12,66.66666666666666,die Notaufnahme,10,12,83.33333333333334
can you do it,7,9,77.78,schaffst du das,8,10,80
to take off (clothes),9,14,64.28571428571429,sich ... ausziehen,9,14,64.28571428571429
to remove,10,17,58.82352941176471,abnehmen,8,13,61.53846153846154
favorite dish,9,9,100,Lieblingsgericht,10,12,83.33333333333334
to check,11,19,57.89473684210527,nachsehen,8,12,66.66666666666666
The wedding ring,8,12,66.66666666666666,der Ehering,8,10,80
the traffic light,7,11,63.64,die ampel,9,11,81.81818181818183
complained,8,9,88.88888888888889,sich ... bewschwert,8,11,72.72727272727273
dissapointed,7,9,77.78,enttäuscht,8,13,61.53846153846154
to translate,8,9,88.88888888888889,übersetzen,8,12,66.66666666666666
the spelling,8,12,66.66666666666666,die rechtschreibung,7,8,87.5
to pronounce,8,8,100,aussprechen,8,9,88.88888888888889
the performance,9,14,64.28571428571429,Die Leistung,8,12,66.66666666666666
awake,9,9,100,wach,8,9,88.88888888888889
to compare,8,10,80,vergleichen,9,14,64.28571428571429
the schedule,8,12,66.66666666666666,der Stundenplan,8,9,88.88888888888889
the announcement,7,8,87.5,die ansage,9,14,64.28571428571429
the passengers,7,7,100,die passagiere,8,9,88.89
to cover,7,7,100,zudecken,8,9,88.88888888888889
rare,8,8,100,selten,8,10,80
works out,8,9,88.88888888888889,klappt,8,11,72.72727272727273
the eagle,7,7,100,der Adler,8,9,88.88888888888889
the diversity,7,10,70,die Vielfalt,8,10,80
the lighthouse,8,10,80,der Leuchtturm,9,14,64.28571428571429
The fact,8,14,57.14285714285714,Die Tatsache,8,10,80
the novel,6,7,85.71428571428571,der roman,7,7,100
the nightmare,7,9,77.78,der Alptraum,8,9,88.88888888888889
they still have,10,19,52.63157894736842,es noch gibt,7,12,58.33
sharp (taste),6,8,75,würzigen,8,12,66.66666666666666
low-fat,7,9,77.77777777777779,fettarme,8,10,80
salted,7,9,77.77777777777779,gesalzene,9,10,90
not anywhere,9,13,69.23076923076923,nirgends,9,14,64.28571428571429
The exercise bike,7,11,63.63636363636363,der heimtrainer,8,12,66.66666666666666
to weigh,8,10,80,wiegen,10,19,52.63157894736842
valuable,6,9,66.66666666666666,wertvoll,10,13,76.92307692307693
to lift,6,9,66.66666666666666,heben,7,11,63.64
to keep,9,17,52.94117647058824,behalten,8,14,57.14
we did it,8,13,61.53846153846154,Wir haben es geschafft,9,14,64.28571428571429
to relax,10,19,52.63157894736842,sich ausruhen,9,13,69.23076923076923
it is worth it for you,6,7,85.71,es lohnt sich für Sie,9,16,56.25
the selection,7,11,63.63636363636363,die Auswahl,8,13,61.53846153846154
to take care of,7,9,77.77777777777779,sich kümmern um,8,10,80
to lose weight,7,9,77.77777777777779,abnehmen,11,16,68.75
to bark,6,6,100,bellen,7,8,87.5
look out for,6,8,75,achtet auf,8,12,66.66666666666666
behaved,7,12,58.333333333333336,verhalten,11,27,40.74074074074074
by the way,7,10,70,Übrigens,8,9,88.88888888888889
to save (money),7,8,87.5,sparen,8,10,80
on time,7,8,87.5,rechtzeitig,8,10,80
to make an effort,6,7,85.71,bemühen sich,14,23,60.86956521739131
polite,6,6,100,höflich,10,13,76.92307692307693
to posses,6,8,75,besitzen,10,19,52.63157894736842
either,8,8,100,entweder,8,11,72.72727272727273
compensation,7,11,63.63636363636363,entschädigung,9,17,52.94
to spend the night,7,7,100,ubernachten,8,12,66.66666666666666
to transfer,6,8,75,umsteigen,9,16,56.25
what bad luck,6,6,100,so ein pech,8,10,80
to show,6,9,66.66666666666666,zeigen,9,13,69.23076923076923
to look,6,9,66.66666666666666,schauen,8,10,80
look!,6,6,100,schau!,9,15,60
even though,7,10,70,obwohl,8,10,80
The Relationship,7,12,58.333333333333336,Das Verhältnis,8,12,66.67
brother-in-law,6,7,85.71428571428571,Schwager,7,7,100
sister-in-law,7,8,87.5,Schwägerin,10,11,90.9090909090909
fluent,6,7,85.71428571428571,fließend,8,9,88.88888888888889
arrival,9,11,81.81818181818183,ankunft,8,11,72.72727272727273
made of,8,14,57.14285714285714,ausbestehen,9,15,60
instead,6,6,100,stattdessen,9,17,52.94117647058824
the slice,6,9,66.66666666666666,die Scheibe,10,15,66.66666666666666
to enjoy,7,8,87.5,genießen,8,9,88.88888888888889
the debts,6,7,85.71428571428571,die schulden,9,11,81.81818181818183
my own,7,7,100,meine eigena,8,10,80
dependent,7,11,63.63636363636363,abhängig,8,10,80
constantly,7,11,63.63636363636363,ständig,7,9,77.77777777777779
to solve,7,8,87.5,lösen,8,13,61.53846153846154
due,6,6,100,fällig,8,10,80
to record,7,12,58.333333333333336,aufnehmen,8,13,61.53846153846154
to research,7,7,100,recherchieren,7,11,63.63636363636363
therefore,6,9,66.66666666666666,deswegen,7,10,70
to switch on,7,10,70,einschalten,8,13,61.53846153846154
armed,8,8,100,bewaffnet,8,9,88.88888888888889
the shark,6,6,100,der haifisch,8,8,100
to catch,6,7,85.71428571428571,fangen,7,9,77.77777777777779
caught,8,12,66.66666666666666,haben ... gefangen,9,12,75
unbelievable,7,7,100,unglaublich,8,10,80
to wish,6,6,100,wünschen,9,9,100
to beg,7,7,100,bitten,7,8,87.5
unprepared,7,8,87.5,unvorbereitet,6,6,100
to copy,6,7,85.71428571428571,abschreiben,9,12,75
to wish,7,8,87.5,erwischen,8,10,80
to mention,8,13,61.53846153846154,erwähnen,9,19,47.368421052631575
To answer,6,6,100,beantworten,8,10,80
Slip of Paper,6,6,100,zettel,7,7,100
to watch out,8,9,88.88888888888889,aufpassen,8,12,66.66666666666666
fault,6,6,100,schuld,8,9,88.88888888888889
the election,9,11,81.81818181818183,die wahl,8,8,100
sensitive,8,8,100,empfindlich,8,8,100
to govern,7,7,100,regieren,8,8,100
to form,7,7,100,bilden,8,8,100
to vote,6,6,100,stimmen,8,11,72.72727272727273
the majority,7,8,87.5,die mehrheit,6,7,85.71428571428571
the laws,6,6,100,die Gesetze,8,10,80
the tasks,6,6,100,die aufgaben,7,7,100
to look at/watch,7,7,100,anschauen,8,14,57.14285714285714
randomly,6,6,100,zufällig,6,6,100
the TV show,6,6,100,Die fernsehserie,6,6,100
the violence,6,6,100,Die gewalt,8,10,80
to trust,7,7,100,vertrauen,6,6,100
convinced,6,6,100,haben ... überzeugt,8,13,61.53846153846154
the society,6,6,100,Die gesellschaft,9,12,75
the news coverage,6,6,100,Die reportage,6,7,85.71428571428571
The Jobs,9,9,100,die Arbeitsplätze,8,10,80
The unemployed,7,7,100,Die Arbeitslose,8,10,80
The government,7,7,100,Die Regierung,6,6,100
To distribute,7,7,100,verteilen,8,12,66.66666666666666
The homeless,6,6,100,Die obdachlosen,6,6,100
The donation,6,6,100,Die Spende,8,11,72.72727272727273
The damage,7,8,87.5,Die Schaden,6,7,85.71428571428571
The flooding,6,6,100,die Überschwemmung,7,7,100
Flooded,6,6,100,Überschweemmt,8,8,100
The volunteer,9,9,100,der Freiwillige,6,7,85.71428571428571
to cause,7,8,87.5,verusachen,8,11,72.72727272727273
to promote,6,7,85.71428571428571,fördern,8,12,66.66666666666666
to alter,9,11,81.81818181818183,ändern,6,6,100
the club,8,10,80,der verein,7,9,77.77777777777779
to lead,6,6,100,führen,8,8,100
to score,7,9,77.77777777777779,schießen,8,13,61.53846153846154
cheered,6,6,100,bejubelt,8,9,88.88888888888889
the translator,6,6,100,der Übersetzer,6,8,75
the job,7,9,77.77777777777779,die arbeitsstelle,8,10,80
the contract,7,7,100,der Vertrag,6,8,75
the immigration office,6,6,100,die Ausländerbehörde,6,7,85.71428571428571
the work permit,7,8,87.5,die Arbeitserlaubnis,7,7,100
single,6,6,100,ledig,7,7,100
the marital status,6,9,66.66666666666666,der Familienstand,6,7,85.71428571428571
the employer,6,6,100,der Arbeitgeber,8,9,88.88888888888889
The Nationality,7,10,70,die Staatsangehörigkeit,7,8,87.5
part time,10,10,100,teilzeit,8,9,88.88888888888889
to check off,7,9,77.77777777777779,ankruezen,8,9,88.88888888888889
incredible,6,6,100,wahnsinnig,8,13,61.53846153846154
to verify,6,6,100,überprüfen,7,9,77.77777777777779
arrived,6,6,100,sind angekommen,9,9,100
used,7,7,100,gebraucht,8,11,72.72727272727273
broke,6,6,100,geputtgegangen,9,11,81.81818181818183
lonely,7,8,87.5,einsam,8,8,100
since then,7,8,87.5,seitdem,7,7,100
pregnant,6,6,100,schwanger,7,7,100
homesick,8,8,100,heimweh,8,9,88.88888888888889
The graduation,7,8,87.5,der Abschluss,8,10,80
to see again,7,7,100,um wiederzusehen,8,8,100
to recognize,6,7,85.71428571428571,erkennen,6,6,100
as well,6,6,100,ebenso,8,9,88.88888888888889
while,6,6,100,während,7,7,100
The Flight Attendent,6,6,100,der Flugbegleiter,7,10,70
to teach,7,7,100,unterrichten,6,7,85.71428571428571
possibility,7,7,100,Möglichkeit,8,17,47.05882352941176
take care,6,8,75,mach's gut,7,9,77.77777777777779
the details,6,8,75,die Einzelheiten,7,9,77.77777777777779
the sword,6,6,100,das Schwert,7,7,100
The knight,7,7,100,Der Ritter,7,7,100
to flee,6,7,85.71428571428571,fliehen,7,9,77.77777777777779
the monastery,6,6,100,das Kloster,7,7,100
lent,6,7,85.71428571428571,geliehen,6,7,85.71428571428571
stopover,6,9,66.66666666666666,aufenthalt,7,11,63.63636363636363
booked,6,6,100,gebucht,7,7,100
to iron,6,6,100,Bügeln,7,8,87.5
up to the room,6,6,100,aufs zimmer,6,7,85.71428571428571
Roman,6,6,100,römisch,8,8,100
The meeting place,6,7,85.71428571428571,Der Treffpunkt,7,8,87.5
completed,6,7,85.71428571428571,fertiggestellt,6,7,85.71428571428571
destroyed,6,7,85.71428571428571,zerstört,7,9,77.77777777777779
the war,7,7,100,der Krieg,8,8,100
To flow,6,6,100,Fließen,6,7,85.71428571428571
direction,7,7,100,richtung,8,10,80
the beak,6,8,75,Der Schnabel,6,6,100
to seem,8,8,100,scheinen,8,10,80
to hunt,6,6,100,jagen,7,8,87.5
the scales,6,8,75,die Schuppen,7,12,58.333333333333336
the tongue,7,7,100,die Zunge,8,12,66.66666666666666
venomous,6,6,100,giftig,6,9,66.66666666666666
the antennae,6,7,85.71428571428571,die Fühler,8,18,44.44444444444444
robbed,6,8,75,überfallen,7,8,87.5
hit,7,11,63.63636363636363,angefahren,7,9,77.77777777777779
to write down,6,7,85.71428571428571,aufschreiben,7,9,77.77777777777779
The Theft,6,7,85.71428571428571,Der Diebstahl,6,6,100
The Report,7,9,77.77777777777779,der bericht,6,7,85.71428571428571
suspicious,6,7,85.71428571428571,verdächtig,8,15,53.333333333333336
the perpetrator,6,6,100,der täter,6,6,100
The witness,7,12,58.333333333333336,Der Zeugen,9,10,90
looked,6,7,85.71428571428571,ausgesehen,7,8,87.5
to go up,7,11,63.63636363636363,hochgehen,7,8,87.5
the usher,6,7,85.71428571428571,der platzanweiser,6,6,100
The coat check,6,6,100,Die garderobe,7,7,100
The performance,6,7,85.71428571428571,Die Leistung,6,6,100
The wizard,7,7,100,Der Zauberer,7,8,87.5
Hide and Seek,6,7,85.71428571428571,Verstecken,6,7,85.71428571428571
to transform,6,7,85.71428571428571,verwandeln,6,8,75
to fight,6,7,85.71428571428571,kämpfen,8,8,100
to roar,6,7,85.71428571428571,brüllen,6,6,100
to bite,6,6,100,beißen,6,8,75
to be afraid,6,7,85.71428571428571,fürchten,6,8,75
confirmed,6,7,85.71428571428571,zugesagt,6,7,85.71428571428571
divorced,6,8,75,geschieden,6,9,66.66666666666666
the judge,6,6,100,der richter,6,6,100
secretly,6,6,100,heimlich,6,7,85.71428571428571
to continue reading,6,6,100,weiterlesen,6,8,75
the hood,6,8,75,die kappe,6,6,100
baked,6,7,85.71428571428571,backte,6,6,100
sent/ordered,6,7,85.71428571428571,schickte,6,8,75
fetched,6,7,85.71428571428571,holte,6,9,66.66666666666666
knocked,6,6,100,geklopft,6,6,100
could,6,8,75,könnte,6,7,85.71428571428571
trip around the world,6,7,85.71428571428571,weltreise,6,7,85.71428571428571
reluctantly, 0, 0, 0, ungern, 0, 0, 0
to scratch, 0, 0, 0, kratzen, 0, 0, 0
itself, 0, 0, 0, selbst, 0, 0, 0
the body, 0, 0, 0, der körper, 0, 0, 0
the sign, 0, 0, 0, das zeichen, 0, 0, 0
The coucil, 0 , 0, 0, der Rat, 0, 0, 0
the hero, 0, 0, 0, der Held, 0, 0, 0
to work hard, 0, 0, 0, hart zu arbeiten, 0, 0, 0
the assignment, 0, 0, 0, der auftrag, 0, 0, 0
to rescue, 0, 0, 0, retten, 0, 0, 0
to nod, 0, 0, 0, nicken, 0, 0, 0
strange, 0, 0, 0, seltsam, 0, 0, 0